Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
Beverly Hills Cop,"Action, Comedy, Crime, Thriller","Action Comedies,Comedies,Action & Adventure,Crime Action & Adventure,Crime Comedies,Crime Movies,Classic Movies,Classic Comedies,Classic Action & Adventure,Police Action & Adventure,Police Movies,US Movies,Classic International Movies",English,Movie,3.7,"Hungary,Hong Kong,Thailand,Brazil,Czech Republic,Italy,Poland,Singapore,India,Argentina,Greece,Malaysia,Slovakia,Turkey,Mexico,Colombia,Romania",1-2 hour,Martin Brest,"Danilo Bach, Daniel Petrie Jr.","Judge Reinhold, Lisa Eilbacher, Eddie Murphy, John Ashton",R,7.3,83.0,66.0,4.0,5.0,234760478.0,1984-12-05,2015-04-14,Paramount Pictures,https://www.netflix.com/watch/60010139,https://www.imdb.com/title/tt0086960,"Detroit cop Axel Foley heads to snooty Beverly Hills to investigate a murder. Soon, this fish out of water realizes the case is far more complicated.",164241.0,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcOyJrbWJbW8jMfZ5DSX3_A_x84D0W9CQkl77jFXQS4EICqWhSiCqkEygymBYVGQ3w8hYT03KtU88FetukgtY7HWcw.jpg?r=053,https://images-na.ssl-images-amazon.com/images/M/MV5BN2MyZDE0YjAtNWFjYy00MWRlLTk3MTktMzY3ZDVhNTJkZTlmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=hSPvYlipvRU,YouTube
Bridget Joness Diary,"Comedy, Drama, Romance","Dramas,Romantic Dramas,Romantic Comedies,Dramas based on a book,British Films,Comedies,Romantic Films,Movies Based on Books,Romantic Favorites",English,Movie,3.5,"Canada,India,Poland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,South Africa,Hungary,Slovakia,Sweden,Netherlands,Australia,Germany,Switzerland,Turkey,United Kingdom,Hong Kong,Japan,South Korea,Iceland,Mexico,Argentina,Brazil,Thailand,Singapore,Lithuania,Malaysia,Russia,Colombia,Romania",1-2 hour,Sharon Maguire,"Helen Fielding, Andrew Davies, Richard Curtis","James Faulkner, Celia Imrie, Gemma Jones, Renée Zellweger",R,6.7,80.0,66.0,8.0,32.0,71543427.0,2001-04-13,2015-04-14,"Columbia, Universal Pictures, Miramax",https://www.netflix.com/watch/60020322,https://www.imdb.com/title/tt0243155,This clever tale of Bridget Joness odyssey from Mr. Right-here-right-now to Mr. Right delivers a glimpse into the inner workings of the female mind.,227136.0,https://occ-0-531-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRMw8Dl8_q9o24goEq5-MiouSBOHc6kbHHZmYh5pdVLDUan3uivc_9fRD1Nvs3SPgm_kENEk__SdVxveazKYo2FWoQ.jpg?r=53a,https://images-na.ssl-images-amazon.com/images/M/MV5BYjc3NjU1ZTEtNmNjNi00YzNiLWI3OWQtMTJmYTRkZDc1NDE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=PYPK3jPZkYI,YouTube
Braveheart,"Biography, Drama, History, War","Dramas,Military Dramas,Military Action & Adventure,Political Dramas,Period Pieces,Epics,Tearjerkers,Adventures,Action & Adventure,Dramas based on real life,Films Based on Real Life,Social Issue Dramas,US Movies","English, French, Latin, Scottish Gaelic, Italian",Movie,3.8,"South Korea,Hong Kong,Thailand,Singapore,Malaysia",> 2 hrs,Mel Gibson,Randall Wallace,"James Cosmo, Sean Lawlor, Sandy Nelson, James Robinson",R,8.3,78.0,68.0,33.0,34.0,75609945.0,1995-05-24,2015-04-14,"Icon Entertainment International, Twentieth Century Fox, Ladd Company, Paramount Pictures, B.H. Finance C.V.",https://www.netflix.com/watch/60000540,https://www.imdb.com/title/tt0112573,"Scottish warrior William Wallace slays a local English lords soldiers, which leads to an epic revolt.",961037.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb73Y62gdA3mlFibVfY0cgRXfeJhjJ9jlcWuxhGisYr3lojCvl3OPWMPq6QoP7pBA--f2j4bNpNecDKckXkjppuCNw.jpg?r=c1e,https://images-na.ssl-images-amazon.com/images/M/MV5BODg4NzA0MTktOGU5ZS00ODlkLWE3ZmQtYjAzNjNmM2E3NmEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=nMft5QDOHek,YouTube
Jackass Presents: Bad Grandpa,Comedy,"Slapstick Comedies,Comedies,Late Night Comedies,Dark Comedies",English,Movie,3.0,"Hungary,Spain,Czech Republic,Poland,Greece,Slovakia,Romania",1-2 hour,Jeff Tremaine,"Fax Bahr, Spike Jonze, Adam Small, Jeff Tremaine, Johnny Knoxville","Johnny Knoxville, Jackson Nicoll, Georgina Cates, Gregorio",R,6.5,61.0,54.0,1.0,10.0,102003019.0,2013-10-25,2015-04-14,Dickhouse Productions,https://www.netflix.com/watch/70286879,https://www.imdb.com/title/tt3063516,In-character encounters with real folks provide plenty of comic fodder in this franchise featuring Johnny Knoxville in lecherous-gramps disguise.,89228.0,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR8dDHuL0IJqkFva9ujabsJ7DexchZe1mNXPjX6ufaiC7WTSIoH4Jc8RiujTMTpr2ASflXCf_zTmqU3l7IDzrPPT8w.jpg?r=d46,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NjIwMTI5OV5BMl5BanBnXkFtZTgwNjU1MTMyMDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=_MSrAwfagG4,YouTube
Along Came Polly,"Comedy, Romance","Romantic Favourites,Romantic Comedies,Comedies,Romantic Films,US Movies","English, Spanish",Movie,2.2,"United Kingdom,Mexico,Argentina,Colombia",1-2 hour,John Hamburg,John Hamburg,"Philip Seymour Hoffman, Jennifer Aniston, Ben Stiller, Debra Messing",PG-13,6.0,27.0,44.0,1.0,9.0,88097164.0,2004-01-16,2015-04-14,"Jersey Films, Loofah Productions",https://www.netflix.com/watch/60033294,https://www.imdb.com/title/tt0343135,"After his wife dumps him on their honeymoon, uptight Reuben reconnects with an irreverent childhood friend who teaches him to live life on the edge.",126518.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWHsnESwIrNoLdSKT6_cyUJApXtx5BxpFkd5V_co6X-b005NUaf48MTxl-Yio5-JloPNzRvv_xV1LtOhV42f0hK6CQ.jpg?r=d17,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDMwODg3Nl5BMl5BanBnXkFtZTYwMTM4NTY3._V1_SX300.jpg,https://www.youtube.com/watch?v=BTXS-5D_U8k,YouTube
Are We There Yet?,"Adventure, Comedy, Family, Fantasy, Romance","Family Features,Slapstick Comedies,Family Comedies,Children & Family Films,Comedies,Films for ages 11 to 12",English,Movie,1.4,"Canada,Brazil,Argentina,Mexico,United Kingdom,Colombia",1-2 hour,Brian Levant,"Claudia Grazioso, J. David Stem, David N. Weiss, Steven Gary Banks","Nia Long, Ice Cube, Aleisha Allen, Philip Bolden",PG,4.7,12.0,27.0,1.0,8.0,82674398.0,2005-01-21,2015-04-14,Revolution Studios,https://www.netflix.com/watch/70018726,https://www.imdb.com/title/tt0368578,"To impress a foxy divorcee, ladies man Nick offers to take her kids on an extended road trip, unaware of the torture hes in for.",29666.0,https://occ-0-531-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVvSqqgOlt45t2w7LMmH8fV-G4q4luBXQkWIufaGodLnjaHI5I-bMxompZ7jbH882p0lNhgwI-ebHby8j4UF-EHBog.jpg?r=590,https://images-na.ssl-images-amazon.com/images/M/MV5BZWYwZGI3MTgtMTNiZS00ZWYyLThmYjAtMjkwZTU4M2IxNjI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=xFvco0kn7bw,YouTube
The Fifth Element,"Action, Adventure, Sci-Fi","Action & Adventure,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Alien Sci-Fi,Sci-Fi Adventure,Adventures,Futuristic Sci-Fi","English, Swedish, German, Arabic, Egyptian (Ancient)",Movie,3.3,"Japan,Canada,Czech Republic,Germany,Slovakia",> 2 hrs,Luc Besson,"Luc Besson, Robert Mark Kamen","Bruce Willis, Ian Holm, Gary Oldman, Milla Jovovich",PG-13,7.7,71.0,52.0,10.0,39.0,63820180.0,1997-05-09,2015-04-14,Gaumont,https://www.netflix.com/watch/1154386,https://www.imdb.com/title/tt0119116,"In this imaginative sci-fi epic, a 23rd-century cabbie finds himself involved with a fetching alien who may hold the key to saving the world.",435181.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTJtML96pNsfFhRSY05V2SYZnttgciw2FUL-yItSDkfGDdK5W85VGkqYO-YdFdZpBSZbtuEFSQvIGFiKlDDTMjHdfQ.jpg?r=d9a,https://images-na.ssl-images-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,https://www.youtube.com/watch?v=ZH4islqoA8o,YouTube
Scream 4,"Horror, Mystery","Horror Films,Slasher and Serial Killer Films,Crime Movies,Gory Horror Movies",English,Movie,2.9,France,1-2 hour,Wes Craven,Kevin Williamson,"Shenae Grimes-Beech, Dane Farwell, Lucy Hale, Roger Jackson",R,6.1,60.0,52.0,1.0,6.0,38180928.0,2011-04-15,2015-04-14,"Outerbanks Entertainment, Corvus Corax, Dimension Films",https://www.netflix.com/watch/70176653,https://www.imdb.com/title/tt1262416,"Perennial survivor Sidney Prescott, now a successful self-help author, returns to her hometown of Woodsboro in the fourth act of the Scream franchise.",128309.0,https://occ-0-64-325.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU74hy3vcayC6D68imjjRlefXGfMrmXSgy6q5OYIG7vzG0caPCCVnaDxR2Xjf1NadVFgJPabyrK13MmM450DXdSF4Q.jpg?r=98a,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4MTYwMzQyOV5BMl5BanBnXkFtZTcwMTg4NDk0NA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=rdF6JTrTQsg,YouTube
Elite Squad: The Enemy Within,"Action, Crime, Drama, Thriller","Dramas,International Dramas,International Movies,Action Thrillers,Political Dramas,Latin American Films,International Action & Adventure,Action & Adventure,Crime Action & Adventure,Crime Dramas",Portuguese,Movie,4.1,Netherlands,1-2 hour,José Padilha,"Rodrigo Pimentel, José Padilha, Bráulio Mantovani","Wagner Moura, Milhem Cortaz, Irandhir Santos, André Ramiro",Not Rated,8.0,93.0,71.0,45.0,19.0,100119.0,2010-10-08,2015-04-14,Globo Filmes,https://www.netflix.com/watch/70166258,https://www.imdb.com/title/tt1555149,"A hardened vet of Rio de Janeiros drug wars is now head of a special police unit, which comes with new responsibilities and dangers.",79345.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcA1AVePBNkiRatf112j5ZCzKQg4StzRXMMHfcLRtIWkfuH-eypwxf5XE_c7r0MPloBRwSv3WnPc5En2iDOyhaHSzQ.jpg?r=dc2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NjA2OTk2MV5BMl5BanBnXkFtZTcwNzIxNjk5Ng@@._V1_SX300.jpg,https://www.youtube.com/watch?v=_gnJB10WTpE,YouTube
Don 2,"Action, Crime, Thriller","Gangster Films,International Movies,Action Thrillers,International Action & Adventure,Bollywood Films,Musicals,Action & Adventure,Crime Action & Adventure,Hindi-language Films,Music & Musicals,Indian Films,Crime Movies,Heist Movies,Action Movies","Hindi, English, German",Movie,3.2,"Thailand,Australia,Switzerland,Russia,France,Singapore,Hong Kong,India,Czech Republic,South Africa,Hungary,Slovakia,Belgium,Germany,Lithuania,Turkey,Mexico,United Kingdom,Iceland,Canada,Romania,Argentina,Greece,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",> 2 hrs,Farhan Akhtar,"Salim Khan, Rajshri Sudhakar, Farhan Akhtar, Ameet Mehta, Javed Akhtar","Boman Irani, Priyanka Chopra, Shah Rukh Khan, Lara Dutta",Not Rated,7.1,71.0,49.0,8.0,7.0,3680306.0,2011-12-23,2015-04-14,"Pixion Studio, Excel Entertainment, Landmark Production, Film Base Berlin, Red Chillies Entertainment",https://www.netflix.com/watch/70224999,https://www.imdb.com/title/tt1285241,"With Asia under his complete control, criminal mastermind Don turns to Europe, battling the mob bosses of each nation along the way.",49521.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbh4649iKcc8R-WJom9KFlXgq_98Gmiln8KylSGQ6V0wdujgWaAPpxEymff17eYI-wUg8KjCIvAiHR6jjB42amj1Lg.jpg?r=c3e,http://ia.media-imdb.com/images/M/MV5BMTY5OTMxMDQ3Ml5BMl5BanBnXkFtZTcwMjAwNjIwNw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=_X5w-6PqoZ0,YouTube
Beverly Hills Cop II,"Action, Comedy, Crime, Thriller","Action Comedies,Comedies,Action & Adventure,Crime Comedies,Crime Movies,Crime Action & Adventure,US Movies,Police Action & Adventure,Police Movies",English,Movie,2.7,"Hungary,Hong Kong,Thailand,Brazil,Czech Republic,Italy,Poland,Singapore,India,Argentina,Greece,Malaysia,Slovakia,Turkey,Mexico,Colombia,Romania",1-2 hour,Tony Scott,"Eddie Murphy, Warren Skaaren, Larry Ferguson, Robert D. Wachs, Danilo Bach, Daniel Petrie Jr.","Judge Reinhold, Eddie Murphy, Jürgen Prochnow, Ronny Cox",R,6.5,47.0,48.0,6.0,4.0,153665036.0,1987-05-20,2015-04-14,"Paramount Pictures, Eddie Murphy Productions, Don Simpson/Jerry Bruckheimer Films",https://www.netflix.com/watch/60010140,https://www.imdb.com/title/tt0092644,"In this fast-paced sequel, Detroit cop Axel Foley returns to the land of sunshine and palm trees to find out who shot police captain Andrew Bogomil.",107780.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQy2HdQ0UijM82GETayP0tq7rMI3r83-IEZqgjgZqBn28mQIJyTDkLZsi7udu57pst2L24ISUKxBPl6MPsSufHJhAw.jpg?r=ef7,https://images-na.ssl-images-amazon.com/images/M/MV5BNThlYWFhYmYtMzQzZS00ZmZjLWJjZjAtYWVhMmM4YTc1ZjhjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=Q7BlruGjISc,YouTube
Anchorman 2: The Legend Continues,Comedy,"Spoofs & Satires,Comedies,Late Night Comedies,US Movies,Laugh-Out-Loud Comedies",English,Movie,3.3,"Romania,Hungary,France,Brazil,Czech Republic,Poland,India,Argentina,Greece,Slovakia,Turkey,Mexico,Russia,Colombia,Switzerland",1-2 hour,Adam McKay,"Will Ferrell, Adam McKay","Steve Carell, Will Ferrell, Paul Rudd, David Koechner",PG-13,6.3,75.0,61.0,1.0,24.0,127352707.0,2013-12-18,2015-04-14,"Gary Sanchez Productions, Apatow Productions",https://www.netflix.com/watch/70283197,https://www.imdb.com/title/tt1229340,"The 70s are over, and the anachronistic Channel 4 news team tries to stay classy as they reassemble to join New Yorks first 24-hour news channel.",169249.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUvVj92VUCLxNIWfza6G3vf1NZyK2NQi40dFXqPQSz-bOE0ApPaeRdhbW6Q5_FEi78c3b-4B5eWDKUXuht15YnmnPw.jpg?r=4d4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=Elczv0ghqw0,YouTube
How to Train Your Dragon 2,"Animation, Action, Adventure, Family, Fantasy","Family Features,Family Feature Animation,Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films based on childrens books,Films for ages 11 to 12,Movies Based on Books,Movies Based on Books",English,Movie,4.1,"United States,Poland,Italy,Spain,Greece,Czech Republic,Belgium,South Africa,Portugal,Hungary,Slovakia,Sweden,Netherlands,Switzerland,Australia,Germany,Turkey,Hong Kong,South Korea,France,Iceland,Mexico,Argentina,Brazil,Thailand,Singapore,Lithuania,India,Israel,Malaysia,Russia,Colombia,Romania",1-2 hour,Dean DeBlois,"Cressida Cowell, Dean DeBlois","Cate Blanchett, Craig Ferguson, Jay Baruchel, Gerard Butler",PG,7.8,92.0,76.0,15.0,61.0,177002924.0,2014-06-13,2015-04-14,"DreamWorks Animation, Mad Hatter Entertainment",https://www.netflix.com/watch/70298991,https://www.imdb.com/title/tt1646971,Hiccup and Toothless explore the island and make a shocking discovery. Will the mysterious Dragon Rider be friend or enemy to the rest of the island?,306697.0,https://occ-0-531-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb7po_SkE_X0PRgnzKp1xhss76yCUlign2HAKEWSw7i5_1X5uujK-pBBRdN07y0bnpDbWGaEVA647cK49i13FCGkig.jpg?r=d68,https://images-na.ssl-images-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=68AqHwgk2s8,YouTube
The Naked Gun 2 1/2: The Smell of Fear,"Comedy, Crime","Spoofs & Satires,Comedies,Crime Films,US Movies,Crime Comedies,Slapstick Comedies,Laugh-Out-Loud Comedies","English, Spanish",Movie,3.2,"Hong Kong,Thailand,Singapore,Greece,Malaysia",1-2 hour,David Zucker,"Jerry Zucker, Pat Proft, David Zucker, Jim Abrahams","George Kennedy, Leslie Nielsen, O.J. Simpson, Priscilla Presley",PG-13,6.9,56.0,65.0,2.0,1.0,86930411.0,1991-06-28,2015-04-14,Paramount Pictures,https://www.netflix.com/watch/60001808,https://www.imdb.com/title/tt0102510,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that would put them out of business.",105617.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfxb6UfimPzZtnk8AlfcZxwzwnQcjpMQ2mfPzQQKeuC2s3W0YGtgjavVrTTwr_xycFbWSboRwlahpYCeudhwkV7sXw.jpg?r=328,https://images-na.ssl-images-amazon.com/images/M/MV5BYmU2NGU5MTUtYWRlNy00NzJiLWIxMTMtMDIxNDYxNjRlODg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=WvY-X4P5y7Y,YouTube
Tell No One,"Crime, Drama, Mystery, Romance, Thriller","Thrillers,International Movies,International Thrillers,French Films,Mysteries,Crime Thrillers",French,Movie,4.2,France,> 2 hrs,Guillaume Canet,"Philippe Lefebvre, Guillaume Canet, Harlan Coben","François Cluzet, Kristin Scott Thomas, Marie-Josée Croze, André Dussollier",Not Rated,7.5,93.0,82.0,12.0,15.0,6177192.0,2006-11-01,2015-04-14,"Région Ile-de-France, M6 Films, Canal+, M6 Métropole Télévision, EuropaCorp, CinéCinéma, Les Productions du Trésor, Caneo Films, Sofica Europacorp",https://www.netflix.com/watch/70101689,https://www.imdb.com/title/tt0362225,"Dr. Alexandre Beck was the prime suspect in his wifes murder eight years before, and when two bodies turn up near his home, suspicions are renewed.",51016.0,http://occ-2-300-401.1.nflxso.net/art/952c6/dcbdb0a7f9f0cf66ac470ea1b7259e62d9e952c6.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1NDcyMzY1Ml5BMl5BanBnXkFtZTcwNjc1MDY3MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ryMVzQsTmZY,YouTube
The One I Love,"Comedy, Drama, Romance, Sci-Fi, Thriller","Independent Dramas,Dramas,Romantic Dramas,Independent Films,Romantic Independent Films,Romantic Comedies,Independent Comedies,Comedies,Romantic Films,Dark Comedies",English,Movie,3.6,United States,1-2 hour,Charlie McDowell,Justin Lader,"Elisabeth Moss, Ted Danson, Kiana Cason, Mark Duplass",R,7.1,82.0,66.0,2.0,2.0,513447.0,2014-08-08,2015-04-14,Duplass Brothers,https://www.netflix.com/watch/70299863,https://www.imdb.com/title/tt2756032,"Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future.",35802.0,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWYweDdlVP5WDJZPs1RnSpkaukI663dZ-OTHTUBuNhlFEtOSNYK-wcbUmyaj4OxEMq48_cogxG46oj5CX_mh49bLZg.jpg?r=f5a,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzODMyMjcyOV5BMl5BanBnXkFtZTgwMTAyMjMyMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=jCOvhojlZzQ,YouTube
District 13,"Action, Crime, Sci-Fi, Thriller","International Movies,Action Thrillers,French Films,International Action & Adventure,Action & Adventure,Crime Action & Adventure,Action Movies","French, Spanish",Movie,3.7,France,1-2 hour,Pierre Morel,"Bibi Naceri, Luc Besson","Cyril Raffaelli, Bibi Naceri, David Belle, Tony D'Amario",R,7.2,80.0,70.0,1.0,1.0,1200216.0,2006-06-02,2015-04-14,EuropaCorp,https://www.netflix.com/watch/70051102,https://www.imdb.com/title/tt0414852,"An elite-unit cop and a former thug attempt to retrieve a stolen nuke and foil a terrorist attack inside a lawless, sealed-off ghetto in Paris.",66730.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUGwkfWvwRew1_gODvgp0M0wRQPCqYNsOnf_mW77N0LYnJAJ7RETWi59q9uSSmnrGth_EU4F0pLr61QxnIwkZHs8pw.jpg?r=fa8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExOTk2MTc4M15BMl5BanBnXkFtZTgwMzI1MDI1NzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=Mcmkx1klOpE,YouTube
Mulholland Dr.,"Drama, Mystery, Thriller","Dramas,Thrillers,Steamy Thrillers,Film Noir,Mysteries,Psychological Thrillers,LGBTQ Movies","English, Spanish, French",Movie,4.1,"Belgium,France,Russia",> 2 hrs,David Lynch,David Lynch,"Laura Harring, Jeanne Bates, Dan Birnbaum, Naomi Watts",R,7.9,83.0,85.0,49.0,61.0,7220243.0,2001-10-19,2015-04-14,"Le Studio Canal +, Les Films Alain Sarde",https://www.netflix.com/watch/60021646,https://www.imdb.com/title/tt0166924,"An amnesiac woman stranded on Mulholland Drive is taken in by an ingénue whos moved to Hollywood to pursue her dreams in this surreal, complex tale.",323777.0,http://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd4fbtoOmIYzfv5DlKES2pwkBlCU1fuYdQB49is-vTnvUL_g42-w8hCypnTEuNXHAD_CSFWmZHrlrJGcJdKNd7fzUA.jpg?r=445,https://images-na.ssl-images-amazon.com/images/M/MV5BNWM2MDZmMDgtYjViOS00YzBmLWE4YzctMDMyYTQ2YTc4MmVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=KzdNrWmAV0E,YouTube
The Lives of Others,"Drama, Mystery, Thriller","Thrillers,Spy Thrillers,International Movies,International Thrillers,Political Thrillers,German Films",German,Movie,4.4,Germany,> 2 hrs,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,"Martina Gedeck, Ulrich Mühe, Ulrich Tukur, Sebastian Koch",R,8.4,92.0,89.0,80.0,38.0,11286112.0,2007-03-30,2015-04-14,"Creado Film, Wiedemann &amp; Berg Filmproduktion, Arte, Bayerischer Rundfunk",https://www.netflix.com/watch/70056425,https://www.imdb.com/title/tt0405094,"As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the mans life and politics.",360118.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWv_D5deyDLg4_PQ26UhNPXRlonhIxkQXqGtWpbwsOO3iPJKY2USLPWZu42XNJ3T5cb-csmbzkbIbgUN5h2g5FOQMg.jpg?r=0df,https://images-na.ssl-images-amazon.com/images/M/MV5BNDUzNjYwNDYyNl5BMl5BanBnXkFtZTcwNjU3ODQ0MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=FppW5ml4vdw,YouTube
Ponyo,"Animation, Adventure, Comedy, Family, Fantasy","Anime,Animal Tales,Family Adventures,Children & Family Films,Anime Feature Films,Japanese Films,Family Features",Japanese,Movie,4.2,"Russia,South Korea,Hong Kong,Portugal,Hungary,India,Lithuania,Mexico,France,Thailand,South Africa,Romania,Belgium,United Kingdom,Switzerland,Canada,Iceland,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Colombia",1-2 hour,Hayao Miyazaki,Hayao Miyazaki,"Tomoko Yamaguchi, Yûki Amami, Kazushige Nagashima, George Tokoro",G,7.7,91.0,86.0,12.0,20.0,15743471.0,2009-08-14,2015-04-14,"Studio Ghibli, Walt Disney Studios",https://www.netflix.com/watch/70106454,https://www.imdb.com/title/tt0876563,"A 5-year-old boy named Sosuke forges a friendship with a goldfish princess named Ponyo, who desperately wants to become human.",125910.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXPWHyo0VidEtUYTN2aUH_OG6CFd7waSUE7TdzA35g8CchdAT_TvwquWP5ISm4b7nw-ReTtXx4W1m5rYr_ktJ0poGw.jpg?r=4d4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NzkxNTg2MF5BMl5BanBnXkFtZTcwMTA3MjU1Mg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=bskgNOXbdiE,YouTube
